1. Stairway To Heaven	Stairway to Heaven
704. Close My Eyes Forever	Close My Eyes Forever
705. Little Wing	Little Wing
706. Bungle In The Jungle	Bungle in the Jungle
707. Eight Days A Week	Eight Days A Week
708. Man On The Corner	Man on the Corner
709. Shock The Monkey	Shock The Monkey
710. Jet	Jet
711. Tunnel Of Love	Tunnel of Love
712. China Grove	China Grove
713. Janie's Got A Gun	Janie's Got A Gun
714. Spirit In The Night	Spirit in the Night
715. Bertha	Bertha
716. Freeway Jam	Freeway Jam
717. Living After Midnight	Living After Midnight
718. Ain't Even Done With The Night	Ain't Even Done With The Night
719. Hitch A Ride	Hitch a Ride
720. Brown Sugar	Brown Sugar
721. Ain't Talkin' 'Bout Love	Ain't Talkin' 'Bout Love
722. Fight For Your Right	Fight For Your Right
723. I Hate Myself For Loving You	I Hate Myself for Loving You
724. 21St Century Schizoid Man	21st Century Schizoid Man
725. Soul Man	Soul Man
726. Drive	Drive
727. Tangerine	Tangerine
728. Mr. Blue Sky	Mr. Blue Sky
729. Graceland	Graceland
730. Time Of The Season	Time of the Season
731. Happiness Is A Warm Gun	Happiness Is A Warm Gun
732. Train In Vain	Train in Vain (Stand by Me)
733. Rikki Don't Lose That Number	Rikki Don't Lose That Number
734. All The Young Dudes	All the Young Dudes
735. T.N.T.	T.N.T.
736. Summertime	Doin' Time
737. Heart Of The Matter	Heart of the Matter
738. Rock And Roll Never Forgets	Rock And Roll Never Forgets
739. Changes In Latitudes	Changes In Latitudes, Changes In Attitudes
740. Carry On	Carry On
741. Bennie And The Jets	Bennie And The Jets
742. Good Lovin'	Good Lovin'
743. Walk On	Walk On
744. Isn't It A Pity	Isn't It A Pity
745. Smokin'	Smokin'
746. The Ocean	The Ocean
747. Into The Mystic	Into the Mystic
748. The Waiting	The Waiting
749. Give A Little Bit	Give A Little Bit
750. No One Like You	No One Like You
751. Watching The Detectives	Watching The Detectives
752. Break On Through	Break on Through (To the Other Side)
753. Down On The Corner	Down On The Corner
754. Bargain	Bargain
755. Jammin'	Jammin'
756. Point Of Know Return	Point of Know Return
757. Shattered	Shattered
758. Across The Universe	Across The Universe
759. Mystery Achievement	Mystery Achievement
760. Is She Really Going Out With Him?	Is She Really Going Out With Him?
761. Bang A Gong	Bang a Gong (Get It On)
762. I'll Wait	I'll Wait
763. Wheel In The Sky	Wheel in the Sky
764. Synchronicity II	Synchronicity II
765. Hungry Heart	Hungry Heart
766. Gimme All Your Lovin	Gimme All Your Lovin'
767. Orange Crush	Orange Crush
768. Ride My See	Ride My See-Saw
769. Heroin	Heroin
770. I Hear You Knocking	I Hear You Knocking
771. You Shook Me	You Shook Me
772. Freewill	Freewill
773. Come On Eileen	Come On Eileen
774. Girls Got Rhythm	Girls Got Rhythm
775. Cryin'	Cryin'
776. Stop Draggin' My Heart Around	Stop Draggin' My Heart Around
777. Basket Case	Basket Case
778. Day After Day	Day After Day
779. That Smell	That Smell
780. I Can't Drive 55	I Can't Drive 55
781. Big Empty	Big Empty
782. Handle With Care	Handle With Care
783. I'd Love To Change The World	I'd Love to Change the World
784. U.S. Blues	U.S. Blues
785. Pride And Joy	Pride and Joy
786. People Are Strange	People Are Strange
787. Baby I Love Your Way	Baby, I Love Your Way - Live
788. Jealous Again	Jealous Again
789. In The Mood	In the Mood
790. Young Americans	Young Americans
791. In A Big Country	In A Big Country
792. My Kinda Lover	My Kinda Lover
793. Let My Love Open The Door	Let My Love Open The Door
794. Taxman	Taxman
795. It's Only Rock And Roll	It's Only Rock'n'Roll (But I Like It)
796. City Of Blinding Lights	City Of Blinding Lights
797. Lay Down Sally	Lay Down Sally
798. Whatever Gets You Thru The Night	Whatever Gets You Thru The Night
799. White Wedding	White Wedding - Pt. 1
800. Down By The River	Down By The River
801. Dancing Days	Dancing Days
802. Cecilia	Cecilia
803. My Old School	My Old School
804. New York Groove	New York Groove
805. You Don't Know How It Feels	You Don't Know How It Feels
806. The Trooper	The Trooper
807. I Want To Know What Love Is	I Want to Know What Love Is
808. Katmandu	Katmandu
809. King Of Pain	King Of Pain
810. Land Of Confusion	Land of Confusion
811. Highway Song	Highway Song
812. All The Girls Love Alice	All The Girls Love Alice
813. Promises In The Dark	Promises In The Dark
814. Rag Doll	Rag Doll
815. Going Mobile	Going Mobile
816. Havin' A Party	Havin' A Party
817. Good Day Sunshine	Good Day Sunshine
818. Speak To Me/Breathe	Speak to Me / Breathe (In the Air)
819. Snowblind	Snowblind
820. Love The One You're With	Love The One You're With
821. Beautiful Girls	Beautiful Girls
822. Stone In Love	Stone in Love
823. Goodnight Saigon	Goodnight Saigon
824. Rain On The Scarecrow	Rain On The Scarecrow
825. Mother's Little Helper	Mother's Little Helper
826. Waterloo Sunset	Waterloo Sunset
827. Black Betty	Black Betty
828. Thunderstruck	Thunderstruck
829. No Quarter	No Quarter
830. Tube Snake Boogie	Tube Snake Boogie
831. Prove It All Night	Prove It All Night
832. Telegraph Road	Telegraph Road
833. Star Spangled Banner	Star Spangled Banner - Live at Woodstock
834. Summer Of '69	Summer Of '69
835. Oliver's Army	Oliver's Army
836. Rock And Roll Music	Rock And Roll Music
837. I've Got A Rock & Roll Heart	I've Got a Rock 'N' Roll Heart
838. Cowboy Song	Cowboy Song
839. Man In The Box	Man in the Box
840. Higher Love	Higher Love
841. Blue Collar Man	Blue Collar Man (Long Nights)
842. Feelin Stronger Every Day	Feelin' Stronger Every Day
843. Hanging On The Telephone	Hanging On The Telephone
844. Bicycle Race	Bicycle Race
845. Working Man	Working Man
846. Ballroom Blitz	Ballroom Blitz
847. Don't Let The Sun Go Down On Me	Don't Let The Sun Go Down On Me
848. Vertigo	Vertigo
849. Anarchy In The U.K.	Anarchy in the U.K.
850. Breakfast In America	Breakfast In America
851. She Talks To Angels	She Talks To Angels
852. Teacher	Teacher
853. Yellow Ledbetter	Yellow Ledbetter
854. Big Shot	Big Shot
855. Fire On High	Fire On High
856. Turn It On Again	Turn It on Again
857. Good Times Bad Times	Good Times Bad Times
858. Love Shack	Love Shack
859. Ohio	Ohio
860. Learning To Fly	Learning to Fly
861. Jamie's Cryin'	Jamie's Cryin'
862. Lucy In The Sky With Diamonds	Lucy In The Sky With Diamonds
863. The Dream Police	Dream Police
864. Golden Years	Golden Years
865. Toys In The Attic	Toys In The Attic
866. Maggie's Farm	Maggie's Farm
867. Wild Wild Life	Wild Wild Life
868. Under My Wheels	Under My Wheels
869. Rock You Like A Hurricane	Rock You Like A Hurricane
870. Should I Stay Or Should I Go	Should I Stay or Should I Go
871. You Might Think	You Might Think
872. She Blinded Me With Science	She Blinded Me With Science
873. Waiting For The Sun	Waiting for the Sun
874. Taxi	Taxi
875. Strange Brew	Strange Brew
876. Yellow Submarine	Yellow Submarine
877. Still Crazy After All These Years	Still Crazy After All These Years
878. Lithium	Lithium
879. Nobody's Fault But Mine	Nobody's Fault but Mine
880. I'm Just A Singer (In A Rock And Roll Band)	I'm Just A Singer (In A Rock And Roll Band)
881. Games Without Frontiers	Games Without Frontiers
882. Animal	Animal
883. Knockin' On Heaven's Door	Knockin' On Heaven's Door
884. Born On The Bayou	Born On The Bayou
885. Bad To The Bone	Bad To The Bone
886. Blitzkrieg Bop	Blitzkrieg Bop
887. Every Breath You Take	Every Breath You Take
888. Peaches En Regalia	Peaches En Regalia
889. I Need A Lover	I Need A Lover
890. Smooth	Smooth
891. Starship Trooper	Starship Trooper
892. Beth	Beth
893. Every Picture Tells A Story	Every Picture Tells A Story
894. No Surrender	No Surrender
895. No One To Run With	No One to Run With
896. Mony Mony	Mony Mony
897. Give Peace A Chance	Give Peace A Chance
898. Ballad Of John And Yoko	The Ballad Of John And Yoko
899. Empty Garden	Empty Garden (Hey Hey Johnny)
900. Dock Of The Bay	(Sittin' On) the Dock Of the Bay
901. Dirty Laundry	Dirty Laundry
902. Welcome To The Machine	Welcome to the Machine
903. Gloria	Gloria
904. What It Takes	What It Takes
905. Radio Radio	Radio, Radio
906. Prelude/Angry Young Man	Prelude / Angry Young Man
907. Fairies Wear Boots	Jack The Stripper / Fairies Wear Boots
908. Lust For Life	Lust For Life
909. Wild Thing	Wild Thing
910. I Can See For Miles	I Can See For Miles
911. Feeling That Way/Anytime	Feeling That Way / Anytime
912. Catch Me Now I'm Falling	Catch Me Now I'm Falling
913. Three Little Birds	Three Little Birds
914. Let Me Take You Home Tonight	Let Me Take You Home Tonight
915. The Stroke	The Stroke
916. Black Hole Sun	Black Hole Sun
917. Still The Same	Still The Same
918. Rough Boys	Rough Boys
919. Rocky Raccoon	Rocky Raccoon
920. Dreaming	Dreaming
921. All Those Years Ago	All Those Years Ago
922. You Took The Words Right Out Of My Mouth	You Took The Words Right Out of My Mouth (Hot Summer Night)
923. Allentown	Allentown
924. Hell Is For Children	Hell Is For Children
925. I Can't Explain	I Can't Explain
926. The One I Love	The One I Love
927. Kodachrome	Kodachrome
928. Dancin' In the Street	Dancing in the Street
929. Middle Of The Road	Middle of the Road
930. Cross	Cross-Eyed Mary
931. Powderfinger	Powderfinger
932. Invisible Sun	Invisible Sun
933. Abracadabra	Abracadabra
934. Live And Let Die	Live And Let Die
935. Kings And Queens	Kings And Queens
936. Gallows Pole	Gallows Pole
937. The River	The River
938. Sheep	Sheep
939. You're My Best Friend	You're My Best Friend
940. Bridge Of Sighs	Bridge of Sighs
941. The Logical Song	The Logical Song
942. I Won't Back Down	I Won't Back Down
943. Crimson And Clover	Crimson and Clover
944. Wonderous Stories	Wonderous Stories
945. Accidents Will Happen	Accidents Will Happen
946. Cheap Sunglasses	Cheap Sunglasses
947. Hurricane	Hurricane
948. Let's Dance	Let's Dance
949. Misunderstanding	Misunderstanding
950. Heat Of The Moment	Heat Of The Moment
951. Miss You	Miss You
952. Good Times Roll	Good Times Roll
953. California Girls	California Girls
954. Dear Prudence	Dear Prudence
955. Dolly Dagger	Dolly Dagger
956. Too Much Time On My Hands	Too Much Time On My Hands
957. I Don't Care Anymore	I Don't Care Anymore
958. Jane	Jane
959. Hook	Hook
960. Cherry Bomb	Cherry Bomb
961. Pressure	Pressure
962. Cuts Like A Knife	Cuts Like A Knife
963. Turn The Page	Turn The Page
964. Lido Shuffle	Lido Shuffle
965. Amie	Amie
966. She's The One	She's the One
967. Runnin' With The Devil	Runnin' with the Devil
968. Thorn In My Pride	Thorn In My Pride
969. Skating Away	Skating Away (on the Thin Ice of a New Day)
970. Used To Love Her	Used To Love Her
971. It's My Life	It's My Life
972. Stay With Me	Stay with Me
973. Soul Kitchen	Soul Kitchen
974. Hollywood Nights	Hollywood Nights
975. Doo Doo Doo Doo Heartbreaker	Doo Doo Doo Doo Doo (Heartbreaker)
976. Living On The Edge	Livin' On The Edge
977. We Can Work It Out	We Can Work It Out
978. Vienna	Vienna
979. Bang The Drum All Day	Bang the Drum All Day
980. Need You Tonight	Need You Tonight
981. The Battle Of Evermore	The Battle of Evermore
982. Musta Got Lost	Must of Got Lost
983. Wasted Time	Wasted Time
984. The Letter	The Letter
985. Any Way You Want It	Any Way You Want It
986. No No Song	No-No Song
987. One	One
988. Love Bites	Love Bites
989. No Rain	No Rain
990. All Right Now	All Right Now
991. Come Dancing	Come Dancing
992. Tie Your Mother Down	Tie Your Mother Down
993. Atlantic City	Atlantic City
994. I Feel Good	I Got You (I Feel Good)
995. Pigs (Three Different Ones)	Pigs (Three Different Ones)
996. Hey Nineteen	Hey Nineteen
997. Cat Scratch Fever	Cat Scratch Fever
998. America	America
999. Your Time Is Gonna Come	Your Time Is Gonna Come
1000. Fire Woman	Fire Woman
1001. Can't Stand Losing You	Can't Stand Losing You
1002. Two Princes	Two Princes
1003. Love Her Madly	Love Her Madly
1004. Let There Be Rock	Let There Be Rock
1005. She Said She Said	She Said She Said
1006. Signs	Signs
1007. Free Ride	Free Ride
1008. Magic Man	Magic Man
1009. Roll With It	Roll With It
1010. Emotional Rescue	Emotional Rescue
1011. Talk Dirty To Me	Talk Dirty To Me
1012. Too Old To Rock 'N' Roll	Too Old to Rock 'n' Roll: Too Young to Die!
1013. Head Games	Head Games
1014. Gold Dust Woman	Gold Dust Woman
1015. Empty Spaces/Young Lust	Empty Spaces / Young Lust
1016. Touch Of Grey	Touch of Grey
1017. The Rising	The Rising
1018. R.O.C.K. In The U.S.A.	R.O.C.K. In The U.S.A. (A Salute To 60's Rock)
1019. My Sharona	My Sharona
1020. Magic Carpet Ride	Magic Carpet Ride
1021. Foxey Lady	Foxey Lady
1022. Beds Are Burning	Beds Are Burning
1023. Pulling Mussels	Pulling Mussels (From The Shell)
1024. Travelin' Band	Travelin' Band
1025. Love Me Two Times	Love Me Two Times
1026. Little Wing	Little Wing
1027. Shout It Out Loud	Shout It Out Loud
1028. Godzilla	Godzilla
1029. Little Guitars	Little Guitars
1030. Shadows Of The Night	Shadows Of The Night
1031. Edge Of Seventeen	Edge of Seventeen
1032. Dirty Work	Dirty Work
1033. We Didn't Start The Fire	We Didn't Start the Fire
1034. Hold On Loosely	Hold On Loosely
1035. Even Flow	Even Flow
1036. Bad Reputation	Bad Reputation
1037. Bad Medicine	Bad Medicine
1038. Keep Your Hands To Yourself	Keep Your Hands to Yourself
1039. Rockaway Beach	Rockaway Beach
1040. Eyes Without A Face	Eyes Without A Face
1041. Rock And Roll Fantasy	Rock 'n' Roll Fantasy
1042. Everybody Wants You	Everybody Wants You
1043. The Final Countdown	The Final Countdown
